transaction_type,transaction_amount,transaction_date,transaction_note,category,subcategory
Expense,750.02,2019-06-13 21:27:32.494381,Transaction for Credit Card Interest,Pay Interest,Credit Card Interest
Income,158.05,2020-08-04 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,485.76,2022-11-08 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Expense,145.02,2022-06-19 21:27:32.494381,Transaction for Groceries,Food and Beverage,Groceries
Expense,845.35,2020-02-05 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Income,795.59,2020-06-12 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,922.66,2019-10-16 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Income,127.8,2021-05-12 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Income,528.44,2019-12-23 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,992.56,2019-09-13 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Income,767.45,2019-04-28 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,435.24,2022-06-23 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Expense,105.48,2022-03-20 21:27:32.494381,Transaction for Restaurants,Food and Beverage,Restaurants
Income,886.86,2019-10-10 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Expense,884.25,2020-10-13 21:27:32.494381,Transaction for Electronics,Shopping,Electronics
Income,796.82,2021-07-09 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Income,502.17,2021-01-23 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Income,113.5,2019-12-09 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Expense,323.63,2020-12-16 21:27:32.494381,Transaction for Phone,Bill & Utilities,Phone
Income,106.29,2022-11-11 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,488.33,2023-08-20 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,975.99,2020-03-23 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Expense,579.64,2023-02-12 21:27:32.494381,Transaction for Supplies,Education,Supplies
Expense,777.51,2020-09-13 21:27:32.494381,Transaction for Groceries,Food and Beverage,Groceries
Expense,578.9,2021-12-27 21:27:32.494381,Transaction for Online Payment,Outgoing Transfer,Online Payment
Income,343.21,2022-04-29 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,579.53,2022-11-10 21:27:32.494381,Transaction for Rent,Other Income,Rent
Income,386.85,2023-11-22 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,563.59,2021-04-20 21:27:32.494381,Transaction for Fuel,Transportation,Fuel
Income,273.17,2021-07-23 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Income,344.03,2020-08-03 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,109.82,2020-12-08 21:27:32.494381,Transaction for Rent,Other Income,Rent
Expense,896.93,2021-02-09 21:27:32.494381,Transaction for Child Support,Family,Child Support
Income,935.93,2021-11-23 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,731.32,2022-08-12 21:27:32.494381,Transaction for Mutual Funds,Investment,Mutual Funds
Income,273.24,2023-07-27 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,491.58,2021-05-22 21:27:32.494381,Transaction for Car Insurance,Insurance,Car Insurance
Expense,401.64,2019-08-01 21:27:32.494381,Transaction for Mutual Funds,Investment,Mutual Funds
Income,942.08,2022-02-16 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,51.48,2021-02-12 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Expense,430.8,2021-06-10 21:27:32.494381,Transaction for Gifts,Gifts & Donations,Gifts
Income,741.51,2023-05-25 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,963.76,2022-10-29 21:27:32.494381,Transaction for Alimony,Family,Alimony
Expense,549.73,2022-08-05 21:27:32.494381,Transaction for Electronics,Shopping,Electronics
Expense,431.14,2019-06-06 21:27:32.494381,Transaction for Supplies,Education,Supplies
Income,845.45,2023-06-11 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Income,176.33,2022-03-28 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,241.14,2019-07-20 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,310.7,2021-12-22 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,345.6,2023-04-13 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,71.09,2022-06-19 21:27:32.494381,Transaction for Water,Bill & Utilities,Water
Income,50.51,2022-11-12 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Expense,759.61,2021-10-01 21:27:32.494381,Transaction for Tuition,Education,Tuition
Expense,731.63,2022-10-02 21:27:32.494381,Transaction for Charity,Gifts & Donations,Charity
Income,972.97,2019-10-08 21:27:32.494381,Transaction for Rent,Other Income,Rent
Expense,124.19,2021-03-22 21:27:32.494381,Transaction for Vehicle Maintenance,Transportation,Vehicle Maintenance
Income,133.46,2020-12-24 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Income,643.85,2020-05-19 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,460.74,2022-01-13 21:27:32.494381,Transaction for Rent,Other Income,Rent
Expense,323.11,2021-06-01 21:27:32.494381,Transaction for Gifts,Gifts & Donations,Gifts
Income,122.22,2020-03-09 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,796.46,2021-06-12 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Expense,652.42,2020-08-05 21:27:32.494381,Transaction for Alimony,Family,Alimony
Income,494.86,2020-07-21 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,165.75,2023-03-03 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,120.78,2019-12-25 21:27:32.494381,Transaction for Health Supplements,Health & Fitness,Health Supplements
Income,615.59,2023-09-27 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,263.9,2020-04-29 21:27:32.494381,Transaction for Books,Education,Books
Expense,582.48,2022-05-31 21:27:32.494381,Transaction for Online Payment,Outgoing Transfer,Online Payment
Income,898.68,2019-04-21 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,600.16,2021-01-14 21:27:32.494381,Transaction for Vehicle Maintenance,Transportation,Vehicle Maintenance
Expense,636.29,2020-05-25 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Income,327.71,2021-01-29 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Expense,820.46,2020-05-05 21:27:32.494381,Transaction for Online Payment,Outgoing Transfer,Online Payment
Income,870.15,2022-03-21 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,661.78,2021-05-12 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Expense,977.51,2022-06-08 21:27:32.494381,Transaction for Home Goods,Shopping,Home Goods
Expense,442.43,2022-02-20 21:27:32.494381,Transaction for Stocks,Investment,Stocks
Expense,83.52,2019-04-25 21:27:32.494381,Transaction for Restaurants,Food and Beverage,Restaurants
Expense,175.39,2022-12-18 21:27:32.494381,Transaction for Loan Interest,Pay Interest,Loan Interest
Income,143.1,2019-05-18 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Income,107.36,2020-07-21 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,105.22,2023-04-16 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,355.74,2022-09-28 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,835.44,2022-09-19 21:27:32.494381,Transaction for Internet,Bill & Utilities,Internet
Income,540.47,2023-11-08 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,598.92,2022-02-10 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Expense,62.3,2022-05-05 21:27:32.494381,Transaction for Tuition,Education,Tuition
Expense,985.02,2023-06-25 21:27:32.494381,Transaction for Clothing,Shopping,Clothing
Income,891.66,2020-06-07 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,70.88,2024-01-05 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Income,655.15,2023-04-15 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,570.15,2023-07-31 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,107.5,2021-11-25 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,797.09,2020-03-25 21:27:32.494381,Transaction for Fast Food,Food and Beverage,Fast Food
Income,734.41,2021-10-25 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,55.47,2023-11-28 21:27:32.494381,Transaction for Supplies,Education,Supplies
Expense,212.96,2023-07-01 21:27:32.494381,Transaction for Child Support,Family,Child Support
Expense,957.76,2019-05-08 21:27:32.494381,Transaction for Water,Bill & Utilities,Water
Income,136.5,2021-12-04 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,803.92,2020-10-11 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Expense,775.88,2019-05-20 21:27:32.494381,Transaction for Gifts,Gifts & Donations,Gifts
Expense,972.55,2019-10-10 21:27:32.494381,Transaction for Childcare,Family,Childcare
Income,287.9,2021-06-20 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,853.41,2023-11-20 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,806.89,2019-04-09 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,769.49,2019-09-25 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,209.83,2021-10-27 21:27:32.494381,Transaction for Phone,Bill & Utilities,Phone
Expense,606.16,2021-12-17 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Expense,578.23,2023-12-26 21:27:32.494381,Transaction for Electronics,Shopping,Electronics
Income,326.44,2020-06-13 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,720.13,2021-12-16 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Income,267.21,2020-09-14 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,814.56,2019-12-08 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Income,514.27,2021-10-10 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,837.05,2020-12-16 21:27:32.494381,Transaction for Gym Membership,Health & Fitness,Gym Membership
Expense,402.96,2021-03-12 21:27:32.494381,Transaction for Tuition,Education,Tuition
Income,251.88,2019-03-01 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Expense,614.59,2023-06-11 21:27:32.494381,Transaction for Charity,Gifts & Donations,Charity
Expense,780.57,2021-12-04 21:27:32.494381,Transaction for Bonds,Investment,Bonds
Expense,937.16,2020-09-15 21:27:32.494381,Transaction for Events,Entertainment,Events
Income,509.04,2020-11-08 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Income,237.29,2022-08-12 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,563.3,2021-10-06 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
Income,642.98,2022-09-06 21:27:32.494381,Transaction for Rent,Other Income,Rent
Expense,301.64,2021-11-01 21:27:32.494381,Transaction for Home Insurance,Insurance,Home Insurance
Income,184.06,2021-09-02 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,65.73,2020-09-22 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,987.52,2022-04-22 21:27:32.494381,Transaction for Project A,Freelance Income,Project A
Income,661.46,2023-08-27 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,377.17,2022-09-12 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,364.3,2019-08-04 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,46.09,2022-09-26 21:27:32.494381,Transaction for Loan Interest,Pay Interest,Loan Interest
Expense,405.09,2023-03-29 21:27:32.494381,Transaction for Alimony,Family,Alimony
Income,540.73,2019-08-29 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Income,20.87,2019-03-31 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,331.91,2023-03-28 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,947.16,2019-07-14 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,777.75,2020-08-03 21:27:32.494381,Transaction for Online Payment,Outgoing Transfer,Online Payment
Income,750.93,2023-06-11 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Expense,547.91,2019-05-27 21:27:32.494381,Transaction for Online Payment,Outgoing Transfer,Online Payment
Expense,369.53,2022-12-29 21:27:32.494381,Transaction for Tuition,Education,Tuition
Expense,714.34,2019-06-19 21:27:32.494381,Transaction for Alimony,Family,Alimony
Income,199.52,2022-11-24 21:27:32.494381,Transaction for Royalties,Other Income,Royalties
Income,86.55,2020-10-27 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,995.85,2020-02-28 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Expense,694.41,2023-06-03 21:27:32.494381,Transaction for Bank Transfer,Outgoing Transfer,Bank Transfer
Expense,867.93,2019-09-05 21:27:32.494381,Transaction for Health Insurance,Insurance,Health Insurance
Income,477.34,2019-07-04 21:27:32.494381,Transaction for Rent,Other Income,Rent
Income,450.06,2019-08-30 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Income,867.21,2023-09-20 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Income,756.32,2022-06-25 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,141.94,2023-09-06 21:27:32.494381,Transaction for Fuel,Transportation,Fuel
Income,796.09,2023-11-01 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,839.76,2023-02-15 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,640.06,2022-03-20 21:27:32.494381,Transaction for Loan Interest,Pay Interest,Loan Interest
Income,255.04,2022-06-25 21:27:32.494381,Transaction for Project B,Freelance Income,Project B
Income,626.98,2022-01-22 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,365.44,2021-05-26 21:27:32.494381,Transaction for Gifts,Other Income,Gifts
Expense,338.41,2021-10-27 21:27:32.494381,Transaction for Movies,Entertainment,Movies
Expense,973.58,2019-11-03 21:27:32.494381,Transaction for Charity,Gifts & Donations,Charity
Income,606.58,2020-10-05 21:27:32.494381,Transaction for Project C,Freelance Income,Project C
Income,131.83,2020-02-02 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,736.94,2019-10-23 21:27:32.494381,Transaction for Health Insurance,Insurance,Health Insurance
Income,761.12,2022-05-06 21:27:32.494381,Transaction for Commission,Salary,Commission
Income,25.23,2022-04-29 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Expense,922.75,2022-05-10 21:27:32.494381,Transaction for Medical Expenses,Health & Fitness,Medical Expenses
Income,668.04,2023-06-24 21:27:32.494381,Transaction for Commission,Salary,Commission
Expense,717.03,2019-07-16 21:27:32.494381,Transaction for Tuition,Education,Tuition
Income,94.63,2020-11-14 21:27:32.494381,Transaction for Stock Dividends,Investment Income,Stock Dividends
Income,258.22,2020-12-18 21:27:32.494381,Transaction for Real Estate Income,Investment Income,Real Estate Income
Income,127.26,2019-09-16 21:27:32.494381,Transaction for Year-end Bonus,Salary,Year-end Bonus
Income,562.12,2019-12-13 21:27:32.494381,Transaction for Interest,Investment Income,Interest
Income,696.82,2022-10-08 21:27:32.494381,Transaction for Monthly Salary,Salary,Monthly Salary
